user_id   song_id   count     
7         27        15        
61        717       1         
30        517       17        
65        232       4         
25        266       5         
38        806       13        
61        1276      11        
53        507       18        
54        1058      13        
57        744       2         
82        922       20        
64        603       11        
83        1225      4         
12        896       18        
50        1212      10        
96        986       17        
78        652       18        
34        1046      7         
15        263       16        
33        532       10        
87        438       8         
62        847       10        
22        2         20        
73        1078      15        
14        505       8         
100       51        17        
10        1242      11        
45        260       2         
80        81        19        
75        103       20        
41        760       16        
38        566       15        
1         731       18        
66        510       19        
2         148       12        
64        1089      17        
13        448       15        
3         798       13        
15        178       16        
21        702       15        
84        803       4         
82        792       7         
4         436       19        
3         850       10        
76        290       5         
100       570       13        
15        404       14        
29        817       10        
25        991       1         
54        343       2         
33        767       7         
70        495       1         
29        1043      9         
46        645       6         
8         1056      7         
11        725       7         
44        1054      7         
25        394       17        
31        304       15        
40        863       7         
25        758       14        
76        562       6         
18        1197      6         
72        1235      11        
35        194       18        
15        175       4         
27        129       17        
65        421       1         
22        1273      6         
28        573       7         
41        667       12        
52        677       18        
87        986       19        
59        1216      12        
72        1244      16        
50        913       4         
67        815       11        
75        1169      19        
94        30        10        
35        862       8         
26        221       18        
80        1036      15        
64        1210      18        
78        463       7         
40        280       6         
8         107       9         
89        699       17        
63        412       12        
17        208       18        
97        183       7         
59        792       4         
51        1094      3         
67        181       11        
72        1273      7         
63        422       10        
2         891       15        
73        440       12        
50        264       7         
41        360       19        
1         40        8         
77        596       14        
2         1061      16        
29        18        17        
89        524       17        
14        772       6         
48        279       20        
38        919       18        
69        524       17        
61        803       5         
82        10        20        
44        1213      19        
96        1150      5         
17        631       2         
55        861       12        
31        781       4         
98        51        4         
48        795       12        
45        44        3         
42        445       1         
71        707       11        
95        179       14        
78        904       15        
67        677       20        
45        73        8         
58        984       5         
10        235       6         
12        1196      14        
55        173       13        
41        434       4         
5         867       19        
15        449       5         
86        43        5         
57        973       7         
58        1057      1         
94        922       20        
73        1210      8         
79        701       15        
53        585       11        
87        676       5         
9         1010      7         
32        77        15        
30        611       16        
91        1160      2         
65        728       7         
73        1182      1         
98        448       4         
62        867       10        
69        115       1         
31        854       7         
42        388       17        
66        634       20        
5         1081      1         
41        1140      16        
80        624       4         
91        831       5         
11        1099      1         
53        1032      1         
92        372       19        
24        656       11        
69        283       16        
40        195       12        
89        931       12        
64        991       18        
16        645       5         
59        635       2         
61        1008      14        
95        925       11        
50        1198      12        
9         83        19        
29        228       1         
34        248       12        
83        1156      10        
72        925       1         
18        1263      1         
86        668       16        
63        391       4         
51        736       2         
33        42        2         
10        702       13        
52        291       14        
83        1168      10        
46        589       18        
17        467       17        
63        994       4         
100       3         14        
95        465       5         
10        933       10        
23        804       2         
43        1278      5         
13        361       1         
2         461       3         
81        221       15        
50        1044      9         
23        585       4         
68        1176      18        
77        885       1         
26        170       13        
89        324       12        
43        800       11        
36        129       14        
44        88        20        
16        284       9         
31        375       9         
20        459       18        
50        363       12        
7         1192      14        
93        1129      11        
34        1105      10        
73        710       7         
50        1015      16        
82        1019      1         
31        325       6         
88        592       5         
56        357       13        
54        121       11        
7         90        14        
45        126       11        
64        237       1         
84        1022      14        
6         615       13        
82        826       6         
78        318       17        
15        380       12        
62        131       9         
12        280       11        
51        649       8         
81        266       12        
68        278       4         
98        1151      7         
69        139       11        
31        294       20        
5         1280      5         
77        878       17        
82        111       1         
17        730       7         
72        812       3         
45        20        1         
100       697       8         
75        375       12        
16        877       6         
72        345       13        
61        1179      4         
62        1160      5         
50        146       17        
43        927       10        
26        870       14        
55        77        2         
44        1158      6         
77        22        10        
48        644       19        
75        1164      9         
73        560       12        
49        676       11        
82        1074      13        
51        239       8         
84        214       12        
54        1020      13        
31        336       13        
93        106       6         
32        646       17        
13        675       14        
13        51        4         
30        190       4         
5         779       15        
89        877       10        
39        36        15        
10        271       2         
6         1143      19        
50        1266      19        
65        1120      5         
76        787       11        
83        1281      10        
52        615       5         
9         240       14        
79        999       19        
33        321       17        
43        274       19        
89        527       12        
82        395       8         
61        353       13        
55        870       8         
30        509       12        
56        946       18        
47        272       4         
14        515       6         
19        453       17        
81        972       5         
82        26        16        
35        1020      10        
77        605       20        
30        1137      16        
58        163       13        
95        1020      7         
26        1196      16        
97        1281      8         
11        565       15        
48        529       13        
83        815       5         
72        1233      2         
66        196       15        
83        1122      18        
7         625       5         
44        622       18        
82        482       7         
46        1027      19        
96        1047      9         
69        762       4         
10        1253      15        
11        859       4         
61        105       17        
18        847       8         
56        1248      16        
30        1073      9         
51        619       5         
44        836       10        
74        1224      19        
6         470       11        
71        99        19        
65        388       7         
84        228       4         
6         980       8         
49        351       17        
56        226       7         
90        147       2         
35        740       14        
37        656       5         
39        445       5         
54        123       3         
22        770       3         
2         409       7         
67        1227      7         
52        653       11        
15        137       20        
32        729       3         
66        375       2         
48        566       11        
88        960       18        
46        72        6         
8         441       13        
26        667       14        
24        148       13        
7         988       10        
25        1103      11        
20        706       15        
33        646       17        
76        550       7         
56        291       3         
23        757       14        
31        1107      4         
30        530       1         
63        656       18        
70        508       20        
79        543       6         
39        395       14        
37        428       6         
97        912       6         
51        1090      12        
6         577       14        
12        839       16        
89        831       3         
80        679       11        
38        1052      15        
86        366       15        
97        742       13        
27        636       3         
2         892       2         
14        833       11        
25        1204      4         
13        1269      11        
68        1118      20        
22        444       10        
74        557       4         
99        121       1         
76        113       14        
90        548       16        
35        870       16        
90        376       8         
29        223       6         
96        949       18        
88        942       5         
37        671       20        
13        149       10        
81        94        2         
40        884       1         
75        747       2         
18        847       7         
38        795       3         
60        257       4         
67        449       18        
2         894       12        
79        451       3         
56        972       12        
38        533       20        
64        805       4         
7         842       4         
60        586       10        
100       662       19        
7         1210      2         
51        103       2         
56        632       3         
17        676       14        
77        914       2         
71        463       6         
96        256       20        
38        899       2         
70        684       19        
32        846       10        
72        141       6         
48        704       18        
47        693       18        
82        1187      1         
17        640       13        
84        401       13        
41        1112      18        
94        638       13        
51        109       15        
66        229       14        
87        1099      19        
44        1270      6         
40        1149      18        
25        1186      4         
49        1264      18        
91        410       11        
68        645       8         
47        698       5         
53        732       9         
8         1006      9         
11        81        5         
24        788       8         
35        181       4         
63        930       12        
2         619       6         
90        403       6         
3         792       8         
45        256       14        
92        979       17        
82        1095      13        
84        131       10        
88        171       13        
36        18        19        
69        766       4         
92        795       7         
30        187       19        
2         550       16        
33        34        12        
11        532       18        
97        1086      4         
97        451       12        
26        891       3         
25        1091      3         
46        447       4         
41        945       8         
79        973       1         
59        683       7         
59        799       3         
40        647       12        
99        17        2         
66        347       16        
35        844       20        
58        671       19        
47        960       3         
86        1234      9         
27        788       16        
100       82        5         
9         294       6         
94        863       7         
25        986       3         
79        934       1         
82        575       12        
88        866       16        
19        1162      6         
94        433       9         
15        550       19        
79        732       16        
37        286       10        
19        860       15        
66        317       7         
31        1266      3         
18        842       17        
25        709       2         
81        759       11        
43        990       10        
15        573       14        
29        806       2         
9         998       10        
30        1253      18        
66        715       8         
81        42        20        
50        328       19        
99        865       1         
38        849       7         
65        551       1         
75        165       12        
19        526       3         
12        641       10        
10        412       6         
36        947       9         
54        284       5         
8         702       14        
30        936       11        
58        941       3         
79        865       6         
74        761       16        
64        1255      16        
3         1185      8         
11        1201      3         
81        1142      2         
34        98        19        
63        809       20        
33        380       18        
23        763       5         
8         1164      18        
26        85        15        
34        1034      11        
51        722       13        
85        1109      13        
54        955       9         
79        1000      16        
28        1194      4         
34        224       16        
88        185       13        
28        919       10        
22        542       6         
83        779       10        
16        314       14        
13        928       7         
91        831       7         
88        1276      8         
64        34        16        
94        475       18        
90        80        10        
6         269       3         
47        98        20        
66        1272      16        
29        1109      18        
34        1056      4         
80        336       3         
28        1109      16        
97        990       12        
20        605       3         
84        1038      2         
98        104       9         
7         817       13        
46        1148      15        
33        1002      17        
82        771       16        
22        605       9         
59        122       12        
69        566       19        
38        221       5         
1         802       2         
79        674       16        
15        15        15        
67        1177      4         
36        328       8         
83        191       18        
93        730       9         
6         746       20        
57        301       2         
61        144       12        
31        999       10        
10        915       12        
8         237       1         
26        1072      12        
96        283       16        
75        938       7         
14        1246      4         
63        829       7         
11        245       19        
70        212       2         
83        901       13        
60        40        10        
95        90        16        
15        1023      5         
38        407       17        
24        915       6         
100       314       12        
32        1024      10        
18        691       20        
26        1223      20        
36        1010      15        
18        834       7         
25        357       7         
38        544       2         
73        1092      5         
36        979       19        
75        122       18        
15        89        7         
74        342       1         
31        312       10        
3         487       16        
65        415       12        
67        1280      19        
12        1105      18        
37        556       13        
47        1059      4         
84        588       4         
54        461       7         
83        94        7         
10        377       9         
10        832       8         
50        877       18        
35        283       11        
98        591       11        
11        222       17        
24        218       8         
19        85        14        
38        218       2         
9         1159      4         
8         1055      4         
31        461       6         
86        844       14        
2         266       9         
3         980       12        
77        1075      7         
39        456       20        
49        894       3         
69        213       7         
38        754       5         
4         351       15        
74        1141      11        
68        601       8         
58        874       9         
87        467       13        
37        27        9         
48        457       9         
48        945       9         
70        485       12        
36        828       10        
86        720       14        
69        171       10        
73        769       16        
25        1117      11        
35        415       8         
2         1210      12        
20        104       6         
86        1117      5         
27        900       9         
38        431       5         
87        575       19        
7         372       20        
81        77        10        
70        360       20        
19        1082      12        
4         680       7         
75        1173      8         
95        154       3         
80        953       10        
94        542       3         
36        1004      14        
83        280       7         
65        293       7         
69        1235      18        
43        771       14        
54        709       17        
78        962       15        
70        854       10        
46        354       2         
19        1236      10        
60        502       7         
18        90        14        
70        1168      11        
60        1257      6         
56        986       17        
62        178       7         
18        1214      8         
22        855       1         
61        840       17        
24        52        7         
91        1277      3         
100       1218      8         
59        749       10        
51        1026      17        
22        596       4         
57        199       17        
75        940       17        
36        1026      5         
75        88        15        
55        1055      6         
44        767       15        
11        281       14        
4         362       1         
95        401       8         
26        792       19        
51        306       2         
36        444       6         
79        1239      6         
13        384       9         
11        689       4         
70        662       17        
69        519       14        
60        687       8         
30        980       16        
63        442       5         
65        746       1         
51        764       17        
60        418       15        
57        183       1         
77        514       4         
86        682       12        
78        696       8         
33        120       8         
99        271       20        
61        961       1         
82        485       20        
39        1228      1         
70        1224      9         
6         890       9         
40        399       3         
48        1040      8         
21        271       6         
55        153       11        
76        1110      14        
85        419       10        
95        1148      10        
18        877       1         
31        525       18        
47        1178      5         
63        402       14        
1         1039      3         
33        769       8         
73        158       9         
42        872       2         
17        1154      16        
67        1090      4         
93        1110      13        
80        1094      12        
10        552       11        
19        479       6         
74        449       20        
83        788       1         
51        303       14        
34        1114      1         
44        1001      13        
79        575       15        
12        591       9         
41        580       8         
47        1252      15        
44        207       17        
88        198       1         
66        840       14        
100       814       6         
32        743       1         
38        14        14        
77        225       15        
78        61        6         
36        365       9         
89        631       7         
39        687       9         
18        822       11        
82        964       11        
35        865       11        
80        1160      1         
18        686       6         
29        318       4         
86        941       18        
30        1159      13        
19        414       3         
65        674       18        
60        94        2         
62        938       20        
50        417       4         
89        927       18        
57        340       16        
6         547       2         
29        1244      6         
86        377       7         
27        1276      19        
22        502       9         
24        506       15        
42        1168      20        
5         1079      16        
1         1232      6         
51        604       20        
37        16        13        
47        29        7         
18        1252      2         
72        444       11        
54        449       16        
97        104       9         
59        758       18        
48        817       13        
55        912       13        
80        304       2         
38        301       4         
66        1083      3         
70        828       9         
99        951       19        
21        1189      17        
41        885       9         
11        335       10        
20        1148      7         
84        224       17        
66        1263      11        
82        724       11        
43        1203      8         
31        445       18        
70        372       13        
25        723       14        
9         803       18        
13        339       16        
12        132       4         
9         500       4         
75        1227      20        
36        508       16        
38        607       17        
88        945       20        
55        49        18        
48        610       4         
49        1047      18        
4         1117      6         
19        1246      11        
41        493       5         
20        1055      8         
63        956       18        
97        209       5         
100       552       8         
64        345       4         
83        1046      2         
54        620       2         
29        1215      1         
31        886       7         
51        1099      8         
89        18        3         
23        992       7         
89        1114      3         
52        1063      3         
19        1234      18        
32        294       1         
73        1093      12        
88        1017      11        
100       514       14        
51        436       16        
20        1197      14        
37        1040      3         
27        1039      12        
62        1161      8         
65        915       7         
72        1133      19        
33        862       8         
70        479       18        
28        765       7         
79        1001      9         
73        1115      13        
93        91        15        
46        288       2         
85        544       14        
18        822       16        
62        997       3         
3         53        11        
43        255       2         
49        351       5         
33        953       8         
70        703       3         
6         411       5         
45        211       14        
4         336       17        
19        778       17        
74        802       11        
97        773       2         
28        1281      7         
60        387       1         
14        1193      9         
24        832       6         
53        398       7         
92        493       15        
46        587       9         
74        749       18        
65        876       11        
21        581       17        
2         105       15        
97        1210      2         
87        953       11        
62        446       9         
71        1184      1         
68        384       14        
34        1098      11        
98        1183      18        
26        1072      2         
76        612       15        
97        878       11        
57        198       6         
10        372       18        
25        149       18        
40        1227      16        
71        792       1         
97        576       20        
75        1138      18        
60        1071      9         
52        649       18        
47        222       18        
97        740       1         
93        84        5         
60        86        14        
99        24        10        
74        601       1         
50        742       13        
8         116       3         
62        1006      14        
79        1241      11        
53        1093      14        
53        1086      3         
73        1119      4         
25        998       4         
62        809       6         
56        1188      3         
19        40        9         
71        319       19        
65        1216      18        
10        1219      3         
55        755       15        
85        795       7         
45        900       13        
51        306       16        
35        374       11        
70        318       4         
67        1034      3         
15        753       10        
5         778       19        
14        1040      9         
43        771       8         
96        874       19        
40        910       10        
60        152       16        
72        1243      16        
49        1109      19        
62        425       2         
94        579       8         
42        548       12        
81        431       20        
31        978       5         
61        1090      10        
92        569       12        
2         1276      6         
24        700       15        
96        265       9         
100       780       20        
10        299       4         
83        19        1         
86        866       9         
87        204       9         
17        430       2         
38        506       7         
100       233       7         
78        418       14        
47        626       4         
22        731       6         
80        48        13        
71        304       16        
90        232       19        
39        615       19        
82        613       8         
46        1173      3         
54        697       14        
36        596       14        
28        14        13        
79        20        7         
40        1045      16        
87        874       9         
2         381       7         
20        1147      12        
91        267       17        
87        102       6         
29        12        13        
88        215       5         
81        748       3         
99        879       20        
26        1048      10        
15        152       14        
2         111       15        
87        579       3         
93        519       10        
65        1151      6         
76        484       19        
38        122       4         
100       1050      12        
100       642       8         
2         777       11        
18        546       4         
67        1145      13        
28        1174      20        
45        667       10        
69        293       20        
25        708       18        
96        1025      16        
57        220       15        
63        935       10        
37        29        20        
83        743       16        
79        617       10        
9         950       16        
59        1015      1         
8         602       4         
58        217       10        
25        45        9         
20        653       8         
6         343       19        
8         985       10        
7         1278      12        
28        1117      14        
18        1238      14        
54        1248      4         
38        1124      2         
84        740       16        
27        563       7         
93        47        13        
81        847       10        
1         803       19        
27        90        17        
96        359       14        
21        1192      11        
4         872       12        
42        417       6         
12        792       13        
74        277       16        
14        200       14        
89        766       8         
31        803       10        
79        605       16        
50        1196      17        
14        232       16        
72        1265      13        
80        812       9         
27        1186      11        
91        1135      2         
99        429       19        
80        214       3         
47        630       10        
51        752       6         
81        1206      16        
1         316       14        
52        401       2         
49        743       14        
26        468       20        
2         584       3         
99        699       9         
36        72        3         
21        977       11        
87        953       2         
82        56        16        
66        470       20        
25        622       6         
14        824       12        
52        786       17        
1         422       6         
50        940       17        
37        763       15        
74        256       9         
55        1019      9         
72        1246      17        
17        298       10        
95        144       8         
29        526       15        
68        714       10        
90        347       16        
22        347       20        
72        783       6         
3         859       15        
86        595       15        
42        1096      18        
20        984       18        
95        669       12        
91        382       8         
30        361       7         
90        422       7         
57        555       14        
94        743       16        
69        1199      7         
7         434       13        
98        572       12        
57        393       1         
77        693       8         
83        1083      8         
50        1119      16        
8         729       6         
44        38        13        
70        860       12        
40        657       12        
84        24        10        
97        1147      1         
85        1244      4         
57        684       17        
17        1186      17        
33        553       8         
60        140       13        
17        835       10        
91        355       14        
73        390       8         
21        553       3         
62        1168      2         
21        142       13        
69        1157      16        
12        35        11        
13        1165      4         
24        968       20        
16        942       12        
94        549       3         
44        551       12        
98        379       20        
18        1236      17        
72        278       1         
40        669       17        
23        507       20        
92        801       18        
75        1264      20        
12        1016      2         
8         537       8         
17        925       18        
11        1141      10        
25        43        17        
20        851       18        
43        832       18        
90        970       3         
90        1046      11        
46        260       12        
61        671       2         
61        1268      10        
82        318       1         
3         511       13        
4         938       2         
10        1044      7         
59        786       8         
71        1280      9         
72        506       19        
75        936       15        
96        1168      15        
11        1220      9         
80        685       8         
81        114       2         
97        1094      20        
2         63        10        
42        11        16        
63        1045      1         
59        90        6         
46        36        7         
17        436       3         
35        536       11        
45        626       2         
96        1279      11        
23        774       2         
30        168       13        
29        828       7         
33        164       18        
35        1152      17        
19        1277      2         
17        764       18        
70        592       11        
27        919       6         
26        198       12        
6         1164      3         
58        64        4         
22        1226      4         
75        172       6         
77        675       3         
61        1037      14        
63        1054      4         
20        269       20        
43        64        15        
87        143       2         
15        68        4         
69        612       3         
82        261       12        
67        488       3         
12        28        19        
77        822       20        
52        108       2         
96        1159      14        
19        791       17        
74        284       2         
63        197       2         
17        1187      13        
37        244       2         
35        1128      12        
16        626       14        
13        1250      9         
94        305       17        
22        598       9         
24        699       9         
61        1176      12        
67        395       2         
58        661       3         
93        553       5         
56        64        2         
62        661       11        
61        713       3         
13        643       18        
9         51        20        
13        984       12        
88        1215      17        
2         952       15        
77        30        9         
38        517       1         
14        477       20        
65        1212      2         
16        1198      7         
45        135       14        
30        853       16        
26        31        3         
19        865       15        
87        1043      17        
14        293       19        
26        45        4         
47        660       17        
25        763       13        
21        73        7         
94        1026      14        
33        226       4         
35        1203      15        
91        43        13        
67        222       3         
89        95        6         
19        164       16        
27        118       13        
42        1216      13        
46        1169      1         
60        991       11        
28        82        3         
39        888       17        
64        810       14        
17        1123      2         
40        151       17        
87        705       19        
88        1177      18        
61        986       5         
14        932       18        
50        723       15        
41        1017      19        
20        528       19        
16        1075      1         
15        198       3         
23        1143      11        
45        813       20        
72        1009      17        
70        261       12        
40        1156      9         
33        257       13        
93        76        8         
6         1175      10        
72        740       6         
29        518       4         
43        170       13        
10        434       16        
29        402       8         
29        1098      18        
35        1191      2         
88        9         9         
56        412       6         
47        300       19        
7         708       7         
51        1207      17        
55        650       18        
30        1132      19        
8         973       10        
37        688       10        
21        128       1         
28        1072      7         
14        1149      5         
63        1129      9         
58        498       6         
5         659       1         
25        38        5         
96        1253      15        
30        703       2         
52        428       4         
21        441       5         
71        33        13        
54        150       3         
90        638       12        
79        774       6         
89        783       1         
89        15        17        
11        520       17        
78        993       7         
74        159       20        
74        168       9         
100       7         8         
41        241       1         
99        1240      20        
20        1246      4         
12        135       9         
75        515       8         
41        222       12        
37        477       14        
26        680       1         
20        606       17        
68        994       5         
85        352       15        
2         298       19        
41        363       16        
18        1201      14        
8         953       3         
14        436       6         
44        893       18        
60        405       11        
88        1057      18        
69        780       4         
34        1000      11        
51        665       16        
30        782       3         
60        654       11        
38        782       2         
51        7         4         
60        844       7         
88        706       3         
56        1250      15        
73        423       7         
16        643       13        
53        775       18        
80        898       18        
32        821       2         
97        927       16        
50        848       3         
66        638       18        
81        402       5         
41        1228      13        
89        1103      13        
12        387       11        
1         135       6         
80        668       19        
36        182       12        
26        817       3         
2         1070      17        
30        1233      10        
70        398       15        
47        1111      16        
69        139       2         
44        878       13        
91        736       4         
9         261       15        
57        581       13        
58        921       2         
4         300       14        
84        1178      7         
36        936       19        
96        954       17        
47        325       8         
29        357       1         
25        697       16        
64        1102      15        
33        1274      10        
38        1034      13        
45        519       19        
61        590       4         
52        1013      17        
57        800       13        
93        114       2         
19        392       11        
97        391       20        
89        1083      14        
79        106       19        
81        1054      8         
39        1114      20        
74        785       3         
68        971       11        
64        6         7         
89        753       6         
39        969       10        
39        321       10        
88        590       10        
31        880       8         
6         99        7         
80        442       11        
56        557       12        
43        444       15        
45        1112      1         
71        1099      13        
84        746       5         
54        25        12        
76        501       1         
70        214       10        
15        1029      9         
12        541       19        
58        531       9         
39        880       11        
67        793       17        
78        247       3         
72        775       11        
38        823       14        
89        84        18        
37        428       10        
5         160       6         
5         192       2         
61        920       7         
74        160       3         
77        667       19        
44        149       8         
20        163       16        
5         752       11        
85        1069      10        
94        283       12        
5         1218      1         
53        559       5         
67        973       3         
62        32        12        
67        531       16        
22        593       6         
65        1098      16        
87        562       18        
59        380       19        
95        67        17        
50        999       7         
83        945       3         
8         595       19        
29        1151      11        
7         933       16        
16        1102      1         
84        650       3         
